src_id,src_lang,tgt_lang
559,写 给 自己 的 第 559 封 信 嫁的人是谁，很重要，因为他决定着你一辈子的生活状态。娶的人是 谁，更重要，她很有可能决定着你一生的层次和高度。不要将就地嫁，也 别违心地娶。,"Bức thư viết cho chính mình số 559 Lấy ai làm chồng rất quan trọng bởi vì anh ấy quyết định đến tình trạng cuộc sống cả đời bạn. Chọn ai làm vợ cũng rất quan trọng bởi rất có thế cô ấy quyết định tầng lớp và thứ bậc cả đời bạn. Đừng lấy bừa ai đó làm chồng cũng đừng chọn bừa ai đó làm vợ,"
560,写 给 自己 的 第 560 封 信 与其卑微到尘土里，不如留一些骄傲与疼爱给自己。其实，有些相 见，不如怀念，好久不见，不如不见。,"Bức thư viết cho chính mình số 560 Thay vì tự ti đã đến lúc ra đi chi bằng kiêu ngạo và thương yêu bản thân hơn một chút, có những khi gặp mặt không bằng nhớ tới, lâu khêng gặp không bằng không bao giờ gặp lại."
561,写 给 自己 的 第 561 封 信 注定在一起的人，不管绕多大一圈依然会回到彼此的身边。只要结局 是喜剧，过程怎么哭都行。幸福可以来的慢一些，只要它是真的，如果最 后能在一起，晚点也真的无所谓。,"Bức thư viết cho chính mình số 561 Người trời định sẽ ở bên nhau thì cho dù có đi một vòng lớn thế nào rồi cũng sẽ về bên nhau. Chỉ cần kết thúc viên mãn thì cho dù có khóc thế nào cũng được. Hạnh phúc có thể đến chậm một chút nhưng chỉ cần nó là thật, muộn một chút cũng không Sao cả."
562,辑五 你真得无须讨好全世界 你永远无法满足全世界的眼光，最好的办法是谁不在乎你，你也不必 在乎他。不必为别人的一两句话就改变自己对自己的看法，自己是怎样继 续怎样，你的努力，只是为了自己和你在乎的人 写 给 自己 的 第 562 封 信 别把自己看得太高，这个世界离开谁都行；别把自己看得太低，这世上 你独一无二。每个人的一生都有自己的使命，不用和别人比，好好活自己。,"Bức thư viết cho chính mình số 562 Đừng đánh giá bản thân quá cao vì ai cũng sẽ phải rời bỏ thế giới này, cũng đừng đánh giá bắn thân quá thấp vì bạn là bạn đuy nhất trong thể giới này. Mỗi người đến với thế giới này đều có sứ mệnh của riêng mình. Đừng so sánh với người khác và hãy sống tốt cuộc đời của mình."
563,写 给 自己 的 第 563 封 信 再大的伤痛，睡一觉就把它忘了。背着昨天追赶明天，会累坏了每一 个当下。边走边忘，才能感受到每一个迎面而来的幸福。烦恼不过夜，健 忘才幸福。,"Bức thư viết cho chính mình số 563 Cho dù tổn thương lớn đến đâu thì ngủ một giấc là quên hết. Ôm quá khứ hồm qua mà theo đuổi tương lai thì sẽ rất mệt. Vừa đi vừa quên mới có thể cảm nhận được hạnh phúc đến với mình, suy cho cùng chỉ người mau quên mới có được hạnh phúc."
564,写 给 自己 的 第 564 封 信 希望你一如既往地坚强勇敢，站在迎着光的地方，活成自己想要的 模样。,"Bức thư viết cho chính mình số 564 Hi vọng bạn sẽ luôn kiên cường đững cảm như xưa, vững vàng đứng tại nơi tràn ngập ánh nắng và sống như những gì bản thân mình mong muốn."
565,写 给 自己 的 第 565 封 信 有那么一瞬间突然觉得，我所有的等待在你眼里都没有意义，因为换 不来你的任何珍惜。不是我不懂得坚持，是太久没听到你的回音，所以， 这一次我决定走了。,"Bức thư viết cho chính mình số 565 Có một lúc nào đó em đột nhiên nghĩ rằng tất cả sự đợi chờ của em đều không có ý nghĩa gì trong mắt anh. Bởi vì em cảm nhận những sự đợi chờ đó đều không nhận được sự trân trọng từ anh. Không phải em không kiên trì mà vì quá lâu không nghe thấy hồi đáp của anh, vì thế, lần này em quyết định phải ra đi."
567,写 给 自己 的 第 567 封 信 以前以为坚持就是永不动摇，现在才明白，坚持是犹豫着、退缩着、 心猿意马着，但还在继续往前走,"Bức thư viết cho chính mình số 567 Trước đây cứ nghĩ rằng kiên trì là không bao giờ lay chuyển nhưng giờ mới hiểu rằng kiên trì là do dự, là trốn tránh, là không quyết đoán nhưng vẫn vững vàng tiếp tục tiến về phía trước."
568,写 给 自己 的 第 568 封 信 别人拥有的，我们不必美慕，只要努力，我们也会拥有。当我们也拥 有了，不要炫耀，别人正在努力，迟早也会拥有。每天都要开心地笑，累 了就睡，醒了就笑，生活就该这样轻松。,"Bức thư viết cho chính mình số 568 Thứ người khác có chúng ta không cần ngưỡng mộ bởi chỉ cần nỗ lực chúng ta cũng sẽ đạt được. Khi chúng ta đạt được rồi cũng không cần khoa trương bởi người khác cũng đang cố gắng, sớm muộn gì họ cũng sẽ đạt được. Mỗi ngày đều cười một cách vui vẻ, mệt thì ngủ, tỉnh dậy lại mim cười và cảm nhận cuộc sống nhẹ nhàng như thế thôi."
569,写 给 自己 的 第 569 封 信 命运是个有着恶趣味的家伙，时不时就会故意发出一两个狠招，故意 刁难一下本想好好生活的人。我们对此自然有权气恼，有权悲伤，甚至可 以大哭一场或大骂几声宣泄心中的感受，但是，仅此就好。如果任由心中 的不满继续演化，并最终变成了仇视，那么随之改变的并不是那些让我们 不爽的人和事，只能是我们自己的生活。,"Bức thư viết cho chính mình số 569 Số phận là ke độc ác, bất chợt vào lúc nào đó, nó sẽ cố tình cho bạn một vài tai Họa, cố ý gây khó dễ cho những người muốn sống yên ốn. Trước những tai họa này, chúng ta có quyền chán nắn, có quyền đau buồn, thậm chí có thể khóc to hoặc mắng nhiếc để xả nỗi hận trong lòng. Nhưng chỉ nên thế mà thôi, nếu như để mặc cho tâm trạng mình cứ không tốt như thế, mãi đến cuối cùng sẽ hình thành nên cái nhìn hận thù, như vậy thứ thay đối không phải là những chuyện không vui mà chính là cuộc sống của chúng ta."
570,写 给 自己 的 第 570 封 信 哪怕一个人生活，穿越一个又一个城市，走过一条又一条街道，仰望 一片又一片天空，见证一次又一次别离。在别人质疑你的时候，你可以问 心无愧地对自己说，虽然每一步都走得很慢，但是我不曾退缩过。,"Bức thư viết cho chính mình số 570 Cho dù có sống một mình, đi qua hết thành phố này đến thành phố khác, bước đến hết con đường này đến con đường kia, ngắm nhìn những bầu trời khác nhau, chứng kiến cảnh li biệt hết lần này đến lần khác, khi người khác chất vấn hỏi bạn, bạn có thể nói mà không hổ thẹn với lòng mình rằng: Tuy từng bước đều đi rất chậm nhưng bạn chưa từng có ý định bỏ cuộc."
571,写 给 自己 的 第 571 封 信 只有先改变自己的态度，才能改变人生的高度。让人迷茫的原因只有 一个，那就是本该拼搏的年纪，却想得太多，做得太少。,"Bức thư viết cho chính mình số 571 Chỉ có thay đổi thái độ của bản thân trước mới có thể thay đổi cuộc đời, nguyên nhân khiến con người cảm thấy mơ hồ chỉ có một: Khi đang trong tuổi cần phấn đấu lại nghĩ quá nhiều và làm quá ít."
572,写 给 自己 的 第 572 封 信 万事皆有因果，不要再抱怨运气了，命运不欠你什么，反而是你欠 了对生活的认真对待和经营。如果你想要遇到更好的人，你至少要成为一 个不错的人；如果你想谋得更好的工作，你至少要有不错的工作能力和经 验。不要再嫉妒别人运气好，不要再把目光放在别人身上，与其愤愤不平 地比较，不如先让自己做到最好。,"Bức thư viết cho chính mình số 572 Mọi chuyện đều có nhân quả và đừng oán trách vận may nữa. Số phận không nợ bạn thứ gì, ngược lại là bạn đang thiếu sự đối xử chân thành đối với cuộc sống. Nếu như bạn muốn gặp một người tốt hơn thì ít nhất bạn cũng phải trở thành một người tương đối tốt. Nếu như bạn muốn tìm một công việc tốt hơn ít nhất bạn phải có năng lực và kinh nghiệm tương đối cho công việc này. Đừng ghen tị vì người khác may mắn, cũng đừng quá chú ý đến người khác. Thay vì so sánh trong bất bình chỉ bằng khiến bản thân trở nên tốt hơn đã bạn nhé."
573,写 给 自己 的 第 573 封 信 你或许无法改变环境，但你可以决定对待它的态度和自处的方式。当 你不绝望，不抱怨，重振自我，重启梦想时，哪怕在深海里独自寂寞，依 然可以成长为一个有追求、会发光的人生赢家，绽放耀眼的光华。,"Bức thư viết cho chính mình số 573 Có thể bạn không thay đổi được hoàn cảnh sống nhưng bạn có thể thay đổi cách nhìn về cuộc sống và cách sống của bản thân mình. Khi bạn không còn tuyệt vọng, không oán trách, vực dậy bản thân và theo đuối ước mơ của mình. Cho đù có cô đơn một mình dưới biển sâu bạn vẫn trở thành người có ước mơ, là người chiến thẳng số phận và tỏa ra ánh sáng rực rỡ."
574,写 给 自己 的 第 574 封 信 其实漂亮不漂亮没所谓，你应该知道，一个女孩儿能对任何事情都有 一个不焦不躁平淡的态度和一颗耐得住寂寞的心，本身就是一种太具吸引 力的气质和一种骨子里的力量。,"Bức thư viết cho chính mình số 574 Thực ra xinh hay không xinh không quan trọng. Bạn cần phải biết rằng một người con gái có thể bình tĩnh không nóng vội trước mợi tình huống, sở hữu một trái tim có thế chịu được cô đơn thì bản thân cô gái đó đã có một khí chất thu hút và sức mạnh tiềm tàng ẩn giấu bên trong mình."
575,写 给 自己 的 第 575 封 信 你真的无须太在意别人的评说，只要把自己的事情做好；无须看别人 的眼神，只需走自己的路；无须有过多的抱怨，那样会使自己活得更累。 不必一味讨好别人，不管走在何处，都不要迷失自己。--如果你讨厌 我，我一点也不介意，我活着不是为了取悦你。,Bức thư viết cho chính mình số 575 Bạn không cần quá đế ý đến lời bình luận của người khác và chỉ cần làm tốt việc của mình. Không cần nhìn ánh mắt của người khác và chỉ cần đi theo con đường của mình. Không cần khoảng cách quá nhiều vì như vậy chỉ khiến bản thân trở nên mệt môi hơn. Không cần một mực lấy lòng người khác và cho dù có đi tới đâu cũng đừng đánh lừa bản thân. Nếu như bạn không thích tôi thì tôi cũng chẳng để ý đâu bởi tôi sống không phải để lấy lòng bạn.
576,写 给 自己 的 第 576 封 信 过一种平淡的生活，安安心心，简简单单，做一些能让自己开心的 事。对生活不失希望，微笑面对困境与磨难，心怀梦想，即使遥远。,"Bức thư viết cho chính mình số 576 Trong cuộc sống bình lặng này, bạn chỉ cần sống một cách an tâm, đơn giản và làm những chuyện khiến mình vui là được. Bạn chỉ cần nhớ: Tuyệt đối không mất niềm tin vào cuộc sống, mạnh mẽ đối mặt với khó khăn và thách thức, trong lòng luôn có ước mơ cho dù đó là ước mơ xa vời nhất."
577,写 给 自己 的 第 577 封 信 到了现在这个年纪，谁都不想再取悦了，跟谁在一起舒服就和谁在一 起，包括朋友也是，累了就躲远一点。取悦别人远不如快乐自己。宁可孤 独，也不违心。宁可抱憾，也不将就。能入我心者，我待以君王。不入我 心者，不屑敷衍。,"Bức thư viết cho chính mình số 577 Đến tầm tuổi này rồi không còn muốn lấy lòng ai nữa. Ở bên ai thấy thoái mái thì ở bên người đó, người yêu cũng thế mà bạn bè cũng vậy. Nếu thấy mệt thì tránh xa chút và lấy lòng người khác không thể bằng tạo niềm vui cho chính mình đâu. Tôi thà rằng cô đơn chứ không làm điều gì trái ngược trái tìm mình, thà hối hận chứ không chấp nhận sự tạm bợ. Người có thể bước vào trái tim tôi thì tôi coi hoàng đế, còn không thì tôi cũng coi như phù du mà thôi."
578,写 给 自己 的 第 578 封 信 不要期待，不要假想，不要强求，顺其自然，如果注定，便一定会发 生。心安，便是活着的最美好状态。,"Bức thư viết cho chính mình số 578 Không cần đợi chờ, nghĩ ngợi hay cưỡng ép làm gì, cứ để mọi thứ tự nhiên bạn nhé. Nếu đã ra quyết định thì phải chắc chắn sẽ thực hiện. Hãy nhớ: Trong lòng bình yên thì đó chính là trạng thái tuyệt vời nhất."
579,写 给 自己 的 第 579 封 信 不管现实生活怎样，我们每一个人都不应怨天尤人，不要总觉得这个 世界亏欠于你，不要总觉得别人有负于你。生活中，会有顺境，也会有逆 境，当你觉得自己过得苦不堪言时，更应该学会调整自己，让自己变得更 优秀。因为受苦的日子，正是你成长的时机！,"Bức thư viết cho chính mình số 579 Cho dù hiện thực cuộc sống có như thế nào, chúng ta đều không nên oán trách số phận, oán trách người khác. Đừng có nghĩ rằng cuộc đời này nợ bạn hay ai đó không tốt với bạn. Trong cuộc sống ai cũng có lúc thuận lợi và cả những lúc khó khăn. Khi bạn thấy rằng mình khổ đến tột cùng rồi bạn sẽ càng muốn học cách hoàn thiện bản thân và khiến mình trở nên xuất sắc hơn. Bởi vì chính những ngày tháng khổ cực mới là cơ hội để bạn trưởng thành."
580,写 给 自己 的 第 580 封 信 每晚睡前，原谅所有的人和事。闭上眼睛，清理你的心，过去的就 让它过去吧。无论今天发生多么糟糕的事，都不应该感到悲伤。一辈子不 长，用心甘情愿的态度，过随遇而安的生活。,"Bức thư viết cho chính mình số 580 Mỗi ngày trước khi đi ngủ, hãy bổ qua cho tất cả những người đắc tội với bạn và cả những việc không hay. Trước khi nhắm mắt, hãy bô hết những gì cồn sót lại trong lòng bạn. Những gì qua rồi hãy để nó qua đi. Cho dù hôm nay có xảy ra chuyện tồi tệ đến thế nào cũng không nên buồn phiền, một đời không dài nên hãy giữ thái độ bình thần, sống cuộc sống không tranh giành gì với đời bạn nhé."
581,写 给 自己 的 第 581 封 信 相遇总是猝不及防，而离别多是蓄谋已久，总有一些人会慢慢淡出你 的生活，你要学会接受而不是怀念。,Bức thư viết cho chính mình số 581 Gặp nhau thường bất ngờ không thể phòng trước được còn chia tay đa phần đã được dự tính từ lâu. Có một số người dần dan sẽ bước khỏi cuộc đời bạn vì thế bạn nên học cách chấp nhận chứ không phải nhớ mong.
582,写 给 自己 的 第 582 封 信 人总爱跟别人比较，看看有谁比自己好，又有谁比不上自己。而其 实，为你的烦恼和忧伤垫底的，从来不是别人的不幸和痛苦，而是你自己 的态度。,"Bức thư viết cho chính mình số 582 Con người thường thích so sánh. So sánh có ai hơn mình, có ai kém mình. Nhưng thực ra, thứ khiến bạn đau đầu và buồn phiền không phải là sự bất hạnh đau khổ của người khác mà chính là thái độ của bạn."
583,写 给 自己 的 第 583 封 信 时间会告诉我们，简单的喜欢，最长远；平凡中的陪伴，最心安；懂 你的人，最温暖。,"Bức thư viết cho chính mình số 583 Thời gian sẽ nói cho bạn biết: Tình yêu giản đơn là dài lâu nhất, ở bên nhau trong cuộc sống bình thường là an toàn nhất, con người hiểu bạn nhất là người ấm áp nhất,"
584,写 给 自己 的 第 584 封 信 过度考虑别人的感受，是一种对自己的不认同。当每做一件事都在考,Bức thư viết cho chính mình số 584 Quá để tâm đến cầm nhận của người khác chính là không khẳng định bản thân mình và khi làm chuyện gì cũng nghĩ xem người khác thế nào thì thực ra bạn đang từ bỏ những năng lực tiềm tàng của bản thân mình.
585,写 给 自己 的 第 585 封 信 人活着不是靠身体，而是靠心。有时候，换个心情，你会快乐些。心 是一块田，靠自己去播种，种善因，故得善果；种恶因，故得恶果。如果 你有一颗宽容的心，有一颗善良的心，有一颗充满生机的心，你就是播下 了快乐的种子，就会收获一颗快乐的心。,"Bức thư viết cho chính mình số 585 Con người sống không dựa vào sức khóe mà dựa vào trái tim. Có nhiều lúc thay đổi tâm trạng bạn sẽ trở nên vui về hơn, Trái tìm giống như một mảnh ruộng: Dựa vào bản thân trồng trọt, chăm sóc, trồng nhân thiện sẽ ra quả thiện và trồng nhân ác sẽ ra quả ác. Nếu như bạn có một trái tỉm khoan dung, lương thiện, tràn đầy sức sống thì bạn hãy trồng những hạt giống niềm vui và bạn sẽ thu hoạch về một trái tim vui vẻ."
586,写 给 自己 的 第 586 封 信 要学会知足，但是不要轻易满足，有些事，要得到，就必须学会先 放下。时间是治疗心灵伤痛的最好良药。痛苦，需要靠我们自己去慢慢化 解，每天给自己一个希望，试着不为明天而烦恼，不为昨天而叹息，只为 今天更美好。,"Bức thư viết cho chính mình số 586 Học cách biết hài lòng nhưng đừng dễ dàng thỏa mãn. Có những chuyện muốn đạt được thì phải học cách từ bỏ trước. Thời gian là liều thuốc chữa lành vết thương tâm hồn hiệu quá nhất. Có những lúc chúng ta cần từ từ làm mờ dần nỗi đau. Mỗi ngày cho bản thân một niềm hi vọng, hãy thử không phiền não vì ngày mai, không than thở vì hôm qua và chỉ sống để hôm nay càng tươi đẹp hơn."
587,写 给 自己 的 第 587 封 信 人在世上活着也就是一舍一得的过程。会活的人，或者是成功的人， 其实是懂得这两个字的：舍得。不舍不得，小舍小得，大舍大得。要得便 须舍，有舍才有得。舍得，是一种精神；舍得，是一种领悟；舍得，是一 种成熟；舍得，更是一种智慧，一种人生的境界。,"Bức thư viết cho chính mình số 587 Con người sống trên đời này là một quá trình từ bô và đạt được. Người biết sống hoặc người thành công thực ra là người hiểu được hai từ: Từ bó và đạt được. Không nỡ từ bô sẽ không đạt được, từ bỏ ít sẽ đạt được ít, từ bỏ nhiều sẽ đạt được nhiều, muốn đạt được bắt buộc phải biết từ bỏ. Có từ bỏ thì mới đạt được, từ bỏ để đạt được là một tỉnh thần cũng là sự lĩnh hội, là sự trưởng thành của trí tuệ và là cảnh giới của cuộc đời."
588,写 给 自己 的 第 588 封 信 不论今天多么困难，都要坚信：只有回不去的过往，没有到不了的明 天。你成不了心态的主人，必然会沦为情绪的奴隶。 ：235,Bức thư viết cho chính mình số 588 Cho dù hôm nay có khó khăn đến đâu cũng phải giữ vững quyết tâm. Quá khứ không thể quay lại được nhưng tương lai vẫn sẽ tiếp diễn. Nếu bạn không làm chủ được tâm trạng của mình thì ắt bạn sẽ biến thành nô lệ của nó.
589,写 给 自己 的 第 589 封 信 永远成功的秘密，就是每天淘汰自己：你不与别人竞争，并不意味着 别人不会与你竞争；你不淘汰别人，就会被别人淘汰。别人进步的同时你 没有进步，就等于退步。你没有构建任何适应竞争、抗击风险的能力，当 下一次危机来临时，你会不堪一击，第一个倒下的就是你！追求安稳，是 坐以待毙的开始！,Bức thư viết cho chính mình số 589 Thành công là sự đào thải bản thân. Mỗi ngày bạn không tranh giành với người khác không có nghĩa là người khác không cạnh tranh với bạn. Bạn không loại trừ người khác tất sẽ bị người khác loại trừ. Khi người khác tiến bộ và bạn vẫn dậm chân tại chỗ nghĩa là bạn đang thụt lùi. Bạn không có một chút kĩ năng cạnh tranh vượt qua thách thức nào vậy thì khi xảy ra tình huống bất ngờ bạn sẽ không thể xử lí được và trở thành người đầu tiên bị đánh bại. Theo đuổi sự bình yên chính là khởi đầu của việc ngồi yên chờ chết.
590,写 给 自己 的 第 590 封 信 人生每天都要笑，生活的下一秒会发生什么，我们谁也不知道。所 以，放下心里的纠结，放下脑中的烦恼，放下生活的不愉快，活在当下。 对于人生的喜怒哀乐、百般形态，不如淡然视之，轻轻一笑，让心更自 在，生命更恒久。,"Bức thư viết cho chính mình số 590 Sống mỗi ngày đều phải cười vì không ai biết trước được tiếp theo đây sẽ xảy ra sự việc gì. Hãy xóa bỏ tất cả những khúc mắc trong lòng, quên đi những phiền não và những điều không vui trong cuộc sống. Hãy sống vì hiện tại. Trước những hỉ nộ ái ố và những biến chuyển khôn lường của cuộc đời, chỉ bằng chúng ta hãy nhìn một cách bình thản hơn, mỉm cười diu đàng để trong lòng thoải mái hơn và tận hưởng một cuộc đời dài hơn."
591,写 给 自己 的 第 591 封 信 命运不会总是偏袒你，也不会总是忽略你。它在为你关上一道门的时 候，也会为你开一扇窗。学会放下，你的人生将会豁然开朗，生命才能够 月朗风清。,Bức thư viết cho chính mình số 591 Số phận không bao giờ quá thiên vị bạn hay bỏ mặc bạn. Khi số phận đóng lại một cánh cửa đồng thời sẽ me thêm cho bạn một cánh cửa khác vì thế bạn cần học cách từ bỏ. Có như vậy cuộc sống của bạn mới trở nên tươi sáng và cuộc đời của bạn mới có thể đẹp đẽ hơn.
593,写 给 自己 的 第 593 封 信 生活有两大误区：一是生活给人看，二是看别人生活。只要自己觉得 幸福就行，用不着向别人证明什么。不要光顾着看别人，走错了自己脚下 的路。,"Bức thư viết cho chính mình số 593 Trong cuộc đời có hai cái sai lớn: Thứ nhất là sống vì người khác và thứ hai là xem người khác sống thế nào. Chỉ cần bản thân thấy hạnh phúc là được, không cần chứng minh điều gì với người khác. Đừng thuận theo người khác mà bước nhầm con đường của mình bạn nhé."
594,写 给 自己 的 第 594 封 信 逆境，是上帝帮你淘汰竞争者的地方。要知道，你不好受，别人也不 好受；你坚持不下去了，别人也一样。千万不要告诉别人你坚持不住了， 那只能让别人获得坚持的信心，让竞争者看着你微笑的面孔，失去信心， 退出比赛。胜利属于那些有耐心的人。,"Bức thư viết cho chính mình số 594 Hoàn cảnh khó khăn chính là cơ hội thượng đế ban cho bạn để loại bỏ đi những ke cạnh tranh. Bạn nên biết rằng: Bạn khó chịu thì người khác càng khó chịu hơn, bạn không cố được nữa thì người khác cũng vậy. Nhất định đừng nói cho người khác biết bạn không thể cố được nữa vì như vậy chỉ khiển họ có thêm niềm tin để cố gắng thôi. Hãy để những kẻ cạnh tranh nhìn thấy nụ cười trên gương mặt bạn, khiến họ mất niềm tin và rời khói cuộc đua. Thắng lợi nào cũng đều thuộc về những người có sự nhẫn nại và kiên định đến cùng."
595,写 给 自己 的 第 595 封 信 没有一样是你带来的，也没有一样是你能带走的，来这世上走一回， 一切的拥有只不过是借来的；总有一天必须连本带利还回去。不如一切随 心！,"Bức thư viết cho chính mình số 595 Không có thứ gì là do bạn tự tạo ra và cũng không có thứ gì bạn có thể tự mang đi được. Bạn đến với cuộc đời này, mọi thứ mà bạn có chẳng qua là đi mượn, sớm muộn sẽ có ngày bạn phải trả cả gốc lẫn lãi. Chi bằng hãy để mọi thứ thuận theo tự nhiên."
596,写 给 自己 的 第 596 封 信 生活告诉我们，这个世界从来不存在完美的人和事，过于完美的感 情，只发生在童话和想象中，现实的常态，除了平淡，就是千疮百孔与劫 后重生。,Bức thư viết cho chính mình số 596 Cuộc sống nói cho chúng ta biết trên đời này không có con người hay sự việc nào hoàn mĩ. Tình yêu hoàn mĩ chỉ có ở trong câu chuyện cổ tích và trong tưởng tượng mà thôi. Cuộc sống thực sự chỉ có sự bình lặng mà thôi.
597,写 给 自己 的 第 597 封 信 如果别人惹了你，并不需要去报复。因为智商低是这世上最远的距 离，别人做一件极坏的事，你跟着做，就等于把自己也拉低到同样层级。 当有人和你过不去时，请远离小人，保持平静的心情。不要生气，但更不 要记得。对付一个人最狠的办法，不是教训他，而是从记忆里删除他。,"Bức thư viết cho chính mình số 597 Nếu như người khác gây chuyện với bạn, bạn không cần phải trả thù làm gì bởi vì IQ cao thấp là khoảng cách dài nhất trên thế giới này. Người khác làm một chuyện xấu và bạn cũng làm theo nghĩa là bạn tự hạ mình xuống cùng đẳng cấp với người ta. Khi có người không chịu bỏ qua cho bạn thì hãy tránh xa kẻ tiếu nhân đó, giữ tâm trạng bình tĩnh, đừng tức giận cũng đừng nhớ để làm gì. Cách tốt nhất để đối phó với một người không phải cho anh ta một bài học mà là xóa số anh ta ra khỏi trí nhớ."
598,写 给 自己 的 第 598 封 信 越是低谷的时候，越能看出一个人的本质。最差的结果无非是失败， 有人等着失败，有人骂着失败，有人尽了力仍然失败。在这样的环境里， 心态就是每个人自身的光，你颓唐就是颓唐，你顽强就是顽强。,"Bức thư viết cho chính mình số 598 Càng tỏ ra khiêm tốn bạn càng nhìn thấy rõ bản chất của một con người. Kết quả tồi tệ nhất là thất bại, nhưng có người chờ thất bại, có người mắng chửi thất bại, lại có người cố gắng hết sức mà vẫn thất bại. Trong những hoàn cảnh như thế, khí chất chính là ánh sáng mà mỗi người tỏa ra. Bạn chán nản hay ngoan cường sẽ tổa ra khí chất khác hẳn nhau."
599,写 给 自己 的 第 599 封 信 该走的人迟早会走，与其费力勒紧手里的线，不如等风来的时候就 放手。,"Bức thư viết cho chính mình số 599 Người muốn đi, sớm muộn gì họ cũng đi. Thay vì cố nắm chặt sợi dây trong tay chỉ bằng đợi khi gió lên rồi buông tay từ bỏ."
600,写 给 自己 的 第 600 封 信 如果有一天，你找不到我了，千万不要难过，不是我不爱你了，也不 是你错过我了，而是我终于有了勇气离开，但请你记得，在这之前，我真 的傻傻地等过你！,Bức thư viết cho chính mình số 600 Nếu như có một ngày anh không tìm thấy em thì đừng buồn nhé. Không phải là em không yêu anh nữa hay là anh đã bó lỡ em mà là cuối cùng em đã có dũng khí để rời xa anh. Nhưng anh hãy nhớ rằng: Trước khi em rời xa anh em đã từng ngốc ngếch đợi chờ anh trong mồi mòn.
601,写 给 自己 的 第 601 封 信 放下浮躁，放下懒惰，放下三分钟热度，放空大脑，静下心来好好做 你该做的事情。,"Bức thư viết cho chính mình số 601 Từ bô thói quen bốc đồng, lười biếng, hứng thú nhất thời và hãy để đầu óc thoải mái, tĩnh tâm lại, làm những việc mà bạn cần phải làm bạn nhé."
603,写 给 自己 的 第 603 封 信 睡的时候，不辜负床；忙的时候，不辜负路；爱的时候，不辜负人； 饿的时候，不辜负胃。,"Bức thư viết cho chính mình số 603 Có thể kiểm soát cảm xúc của bản thân thì bạn là người thanh nhã, nhưng có thể khống chế được cảm xúc thì bạn là người thành công."
604,写 给 自己 的 第 604 封 信 人生最大的成功，就是培养出一个好的心态，使自己无时不快乐。心 事是装满桶的水，有一点缝隙都会外溢。痛就痛了，痛，让你认识自己， 也看清了别人。败就败了，站起来拍拍灰尘，多少人在乎你摔过跤？优 雅，是心底的宁静开出了美丽的花。,"Bức thư viết cho chính mình số 604 Lúc ngủ đừng phụ cái giường mà bạn nằm lên. Lúc bận đừng phụ con đường mà bạn đi. Khi yêu đừng phụ người mà bạn yêu và lúc đói rồi đừng hành hạ dạ dày của bạn. Bức thư viết cho chính mình số 604 Thành công lớn nhất trong đời chính là rèn luyện cho mình một tâm trạng tốt, khiến bản thân lúc nào cũng vui vẻ. Tâm sự cũng giống như chiếc thùng đầy nước vậy: Chỉ cần một lỗ thủng nhỏ đã tràn hết ra ngoài. Đau cũng đã đau rồi. Đau chính là cơ hội để bạn nhìn nhận lại bản thân, nhìn nhận rõ hơn về người khác. Thất bại cũng đã thất bại rồi, đứng lên và phủi sạch bụi đi, có ai quan tâm bạn đã ngã mấy lần chứ. Thanh nhã chính là bông hoa đẹp được nở ra từ một trái tim bình tĩnh và thanh thản."
605,写 给 自己 的 第 605 封 信 如果你不快乐，那就出去走走，世界这么大。风景很美、机会很多、 人生很短，不要蜷缩在一处阴影中。,"Bức thư viết cho chính mình số 605 Nếu bạn không vui thì ra ngoài đạo chơi xem. Thế giới này đẹp thế cơ mà: Phong cảnh đẹp, cơ hội có nhiều. Nhưng cuộc đời này lại vô cùng ngắn ngủi. Vì vậy, đừng mãi cuộn mình trong bóng tối bạn nhé."
606,写 给 自己 的 第 606 封 信 心情就像衣服，脏了就拿去洗洗，晒晒，阳光自然就会蔓延开来。阳 光那么好，何必自寻烦恼，过好每一个当下，一万个美丽的未来抵不过一 个温暖的现在。,"Bức thư viết cho chính mình số 606 Tâm trạng giống như quần áo vậy: Bẩn rồi thì mang đi giặt, phơi, ánh sáng mặt trời tự sẽ chiếu tới. Ánh sáng mặt trời đẹp đến vậy thì tội gì phải tự tìm đến phiền não chứ. Chỉ cần sống tốt cho hiện tại thì tương lai tốt đẹp cũng không so được với sự ấm áp như bây giờ."
607,写 给 自己 的 第 607 封 信 如果你被人恶意攻击，请记住，他们之所以这样做，是为了获得一种 自以为重要的感觉，而这通常意味着你已经有所成就，并值得别人注意。 许多人，在骂那些各方面比他们优秀得多的人的时候，都会获得某种满足 感。请将别人不公正的批评当成是对你的另一种认可。没有人会去踢一条 死狗。,Bức thư viết cho chính mình số 607 Nếu có người ác ý công kích bạn thì hãy nhớ rằng bọn họ làm như vậy để nhận được cảm giác bản thân họ rất quan trọng. Điều này cũng đồng nghĩa rằng bạn có nhiều thành tích khiến người khác phải chú ý. Rất nhiều người khi mắng chửi người nào đó xuất sắc hơn mình đều có được cảm giác mãn nguyện. Hãy xem những phê bình không công bằng đó như một sự khẳng định dành cho bản thân bởi vì đơn giản thế này: Chẳng ai đi đá một con chó chết cả.
